Списання,,,,,,,,,,,
ID списання,Дата,Тип списання,SKU,Назва товару,Кількість,Собівартість 1 од. / ПРРО,Управлінська собівартість 1 од.,Сума списання / ПРРО,Управлінська сума списання,Причина,Примітка
WRT-0116,2026-07-01,Інше,OP-JP-OP15-BST,One Piece — OP-15 — JP — Booster,1,"82,21 грн","87,14 грн","82,21 грн","87,14 грн",для формування містері бокса,Продаж OC-FOP-0200; One Piece Mystery Box
WRT-0117,2026-07-05,Інше,PKM-JP-INFX-BST,Pokémon — Inferno X — JP — Booster,1,"134,31 грн","142,36 грн","134,31 грн","142,36 грн",для формування містері бокса,Продаж OC-FOP-0206; Pokémon Mystery Box
WRT-0118,2026-07-05,Інше,PKM-JP-MZERO-BST,Pokémon — Munics Zero — JP — Booster,2,"41,07 грн","43,53 грн","82,14 грн","87,06 грн",для формування містері бокса,Продаж OC-FOP-0206; Pokémon Mystery Box
WRT-0119,2026-07-05,Інше,PKM-JP-MSYM-BST,Pokémon — Mega Symphonia — JP — Booster,1,"57,61 грн","61,07 грн","57,61 грн","61,07 грн",для формування містері бокса,Продаж OC-FOP-0206; Pokémon Mystery Box
WRT-0120,2026-07-05,Інше,PKM-JP-SPIN-BST,Pokémon — Ninja Spinner — JP — Booster,1,"63,19 грн","66,98 грн","63,19 грн","66,98 грн",для формування містері бокса,Продаж OC-FOP-0206; Pokémon Mystery Box
WRT-0121,2026-07-06,Власне відкриття,PKM-JP-OUTL-BST,Pokémon — Outlet Mix — JP — Booster,5,"48,62 грн","51,54 грн","243,10 грн","257,69 грн",Власне відкриття / перевірка партії,"Посилка LX323224044JP; LOT-0058 / yskh240; 5 із 60 паків Munics Zero, перенесених в Outlet Mix."
WRT-0122,2026-07-09,Інше,OP-JP-OP08-BST,One Piece — OP-08 — JP — Booster,1,"82,67 грн","87,63 грн","82,67 грн","87,63 грн",для формування містері бокса,Продаж MBZ-PHYS-0006
WRT-0123,2026-07-09,Інше,OP-JP-V7PR-BST,One Piece — V7 Promo — JP — Booster,1,"62,57 грн","66,32 грн","62,57 грн","66,32 грн",для формування містері бокса,Продаж MBZ-PHYS-0006
WRT-0124,2026-07-09,Інше,OP-JP-OP14-BST,One Piece — OP-14 — JP — Booster,1,"94,07 грн","99,72 грн","94,07 грн","99,72 грн",для формування містері бокса,Продаж MBZ-PHYS-0006
WRT-0125,2026-07-09,Інше,OP-JP-EB03-BST,One Piece — EB-03 — JP — Booster,1,"75,71 грн","80,25 грн","75,71 грн","80,25 грн",для формування містері бокса,Продаж MBZ-PHYS-0006
WRT-0126,2026-07-09,Інше,OP-JP-OP11-BST,One Piece — OP-11 — JP — Booster,1,"72,54 грн","76,89 грн","72,54 грн","76,89 грн",для формування містері бокса,Продаж MBZ-PHYS-0006
WRT-0127,2026-07-10,Власне відкриття,PKM-JP-SPIN-BST,Pokémon — Ninja Spinner — JP — Booster,5,"92,72 грн","98,28 грн","463,59 грн","491,41 грн",Власне відкриття / перевірка партії,Посилка LX322989939JP; LOT-0049 / yskh223; 5 із 60 паків Ninja Spinner; 15 шт перенесено в Low Pull / LOT-0102.
WRT-0128,2026-07-10,Інше,PKM-JP-INFX-BST,Pokémon — Inferno X — JP — Booster,2,"134,31 грн","142,36 грн","268,62 грн","284,72 грн",для формування містері бокса,Продаж OC-FOP-0219; компонент 2 × Inferno X для 2 містері боксів.
WRT-0129,2026-07-10,Інше,PKM-JP-SPIN-BST,Pokémon — Ninja Spinner — JP — Booster,3,"63,19 грн","66,98 грн","189,57 грн","200,94 грн",для формування містері бокса,Продаж OC-FOP-0219; компонент 3 × Ninja Spinner для 2 містері боксів.
WRT-0130,2026-07-10,Інше,PKM-JP-MSYM-BST,Pokémon — Mega Symphonia — JP — Booster,1,"57,61 грн","61,07 грн","57,61 грн","61,07 грн",для формування містері бокса,Продаж OC-FOP-0219; компонент 1 × Mega Symphonia для 2 містері боксів.
WRT-0131,2026-07-10,Інше,PKM-JP-MZERO-BST,Pokémon — Munics Zero — JP — Booster,3,"41,07 грн","43,53 грн","123,21 грн","130,59 грн",для формування містері бокса,Продаж OC-FOP-0219; компонент 3 × Munics Zero для 2 містері боксів.
WRT-0132,2026-07-10,Інше,PKM-JP-BBLT-BST,Pokémon — Black Bolt — JP — Booster,1,"213,47 грн","226,28 грн","213,47 грн","226,28 грн",для формування містері бокса,Продаж OC-FOP-0219; компонент 1 × Black Bolt для 2 містері боксів.
